dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,2,a303ea0000000006,projected_order_1d,300,3,,b7246fbbe154f675,7500,7700
0,2,a303ea0000000006,projected_order_1d,400,4,,eb963b4155766e95,7500,8000
0,2,a303ea0000000006,projected_order_1d,500,5,,d59f6c63f677402d,7300,7800
0,2,a303ea0000000006,projected_order_1d,600,6,,28f5739c898ec249,7500,8500
0,2,a303ea0000000006,projected_order_1d,700,7,,f2913121b8ed0c1d,7500,8300
0,2,a303ea0000000006,projected_order_1d,800,8,,02aa0527243a2015,7500,8200
0,2,a303ea0000000006,projected_order_1d,900,9,,9d8bb732de704bcd,7400,8300
0,2,a303ea0000000006,projected_order_1d,1000,10,,229e38aea2dd5bc9,9300,12800
0,2,a303ea0000000006,projected_order_1d,1100,11,,db3ec7548f33cb71,7500,8500
0,2,a303ea0000000006,projected_order_1d,1200,12,,b49e23a71f1ccbe5,7400,8300
0,2,a303ea0000000006,projected_order_1d,1300,13,,c36bddd4714e915d,7400,8100
0,2,a303ea0000000006,projected_order_1d,1400,14,,e26c56fa2503fa5d,84000,8400
0,2,a303ea0000000006,projected_order_1d,1500,15,,8293130950b1c515,7500,8100
0,2,a303ea0000000006,projected_order_1d,1600,16,,69143ba34f2ecb15,7400,8500
0,2,a303ea0000000006,projected_order_1d,1700,17,,4a460a4d5c7322f9,7500,8200
0,2,a303ea0000000006,projected_order_1d,1800,18,,123461ab7a0e0e7d,7900,8900
0,2,a303ea0000000006,projected_order_1d,1900,19,,9da2061a2b31771d,7400,8400
0,2,a303ea0000000006,projected_order_1d,2000,20,,fda2d02c6c89a2d9,7500,8900
0,2,a303ea0000000006,projected_order_1d,2100,21,,e674ac98bca1f3c1,7500,9200
0,2,a303ea0000000006,projected_order_1d,2200,22,,d0af71349bff40d5,7500,8200
0,2,a303ea0000000006,projected_order_1d,2300,23,,bbe3aeaaf37ba6a5,7600,8800
0,2,a303ea0000000006,projected_order_1d,2400,24,,f67ac01fddcb555d,7400,8900
